Companyname,diASXcode,industry group name,sector name,listing date,registry address,phone number,principal activities,market cap,number of shares,bid price,website,roles,full name
ASSETOWL LIMITED,AO1,Software & Services,Information Technology,2011-05-30T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(08) 9424 9320,Uranium Exploration.,8475896,60542116,0.05,https://investors.assetowl.com/
SOUTHERN CROSS EXPLORATION N.L.,SXX,Materials,Metals & Mining,1971-08-02T00:00:00+1000,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,(02) 9375 2337,Exploration for gold and minerals; examination of projects in respect of all minerals and metals; investment in property shares loans and other securities.,9698789,1077643200,0.007,http://www.sxxgroup.com,Non Exec. Chairman,Mr Craig Coleman
SOUTHERN CROSS EXPLORATION N.L.,SXX,Materials,Metals & Mining,1971-08-02T00:00:00+1000,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,(02) 9375 2337,Exploration for gold and minerals; examination of projects in respect of all minerals and metals; investment in property shares loans and other securities.,9698789,1077643200,0.007,http://www.sxxgroup.com,Executive Director,Mr Stephen Baghdadi
SOUTHERN CROSS EXPLORATION N.L.,SXX,Materials,Metals & Mining,1971-08-02T00:00:00+1000,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,(02) 9375 2337,Exploration for gold and minerals; examination of projects in respect of all minerals and metals; investment in property shares loans and other securities.,9698789,1077643200,0.007,http://www.sxxgroup.com,Non Exec. Director,Mr Andrew Guy Phillps
SOUTHERN CROSS EXPLORATION N.L.,SXX,Materials,Metals & Mining,1971-08-02T00:00:00+1000,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,(02) 9375 2337,Exploration for gold and minerals; examination of projects in respect of all minerals and metals; investment in property shares loans and other securities.,9698789,1077643200,0.007,http://www.sxxgroup.com,Non Exec. Director,Mr Antonio Filipe Vieira
SOUTHERN CROSS EXPLORATION N.L.,SXX,Materials,Metals & Mining,1971-08-02T00:00:00+1000,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,(02) 9375 2337,Exploration for gold and minerals; examination of projects in respect of all minerals and metals; investment in property shares loans and other securities.,9698789,1077643200,0.007,http://www.sxxgroup.com,Company Secretary,Mr John Smith
SOUTHERN CROSS EXPLORATION N.L.,SXX,Materials,Metals & Mining,1971-08-02T00:00:00+1000,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,(02) 9375 2337,Exploration for gold and minerals; examination of projects in respect of all minerals and metals; investment in property shares loans and other securities.,9698789,1077643200,0.007,http://www.sxxgroup.com
MONEY3 CORPORATION LIMITED,MNY,Diversified Financials,Financials,2006-10-19T00:00:00+1000,LEVEL 1 333 COLLINS STREET MELBOURNE VIC AUSTRALIA 3000,(03) 9469 8200,Financial Services,268375630,159747399,1.655,http://www.money3.com.au,Non Exec. Chairman,Mr Ray Malone
MONEY3 CORPORATION LIMITED,MNY,Diversified Financials,Financials,2006-10-19T00:00:00+1000,LEVEL 1 333 COLLINS STREET MELBOURNE VIC AUSTRALIA 3000,(03) 9469 8200,Financial Services,268375630,159747399,1.655,http://www.money3.com.au,Managing Director,Mr Scott Baldwin
MONEY3 CORPORATION LIMITED,MNY,Diversified Financials,Financials,2006-10-19T00:00:00+1000,LEVEL 1 333 COLLINS STREET MELBOURNE VIC AUSTRALIA 3000,(03) 9469 8200,Financial Services,268375630,159747399,1.655,http://www.money3.com.au,Non Exec. Director,Mr Leath Nicholson
MONEY3 CORPORATION LIMITED,MNY,Diversified Financials,Financials,2006-10-19T00:00:00+1000,LEVEL 1 333 COLLINS STREET MELBOURNE VIC AUSTRALIA 3000,(03) 9469 8200,Financial Services,268375630,159747399,1.655,http://www.money3.com.au,Non Exec. Director,Mr Stuart Robertson
MONEY3 CORPORATION LIMITED,MNY,Diversified Financials,Financials,2006-10-19T00:00:00+1000,LEVEL 1 333 COLLINS STREET MELBOURNE VIC AUSTRALIA 3000,(03) 9469 8200,Financial Services,268375630,159747399,1.655,http://www.money3.com.au,Non Exec. Director,Mr Kang Hong Tan
MONEY3 CORPORATION LIMITED,MNY,Diversified Financials,Financials,2006-10-19T00:00:00+1000,LEVEL 1 333 COLLINS STREET MELBOURNE VIC AUSTRALIA 3000,(03) 9469 8200,Financial Services,268375630,159747399,1.655,http://www.money3.com.au,CFO,Mr Brett Coventry
MONEY3 CORPORATION LIMITED,MNY,Diversified Financials,Financials,2006-10-19T00:00:00+1000,LEVEL 1 333 COLLINS STREET MELBOURNE VIC AUSTRALIA 3000,(03) 9469 8200,Financial Services,268375630,159747399,1.655,http://www.money3.com.au,Joint Co. Secretary,Mr Brett Coventry
MONEY3 CORPORATION LIMITED,MNY,Diversified Financials,Financials,2006-10-19T00:00:00+1000,LEVEL 1 333 COLLINS STREET MELBOURNE VIC AUSTRALIA 3000,(03) 9469 8200,Financial Services,268375630,159747399,1.655,http://www.money3.com.au,Joint Co. Secretary,Ms Terri Bakos
MONEY3 CORPORATION LIMITED,MNY,Diversified Financials,Financials,2006-10-19T00:00:00+1000,LEVEL 1 333 COLLINS STREET MELBOURNE VIC AUSTRALIA 3000,(03) 9469 8200,Financial Services,268375630,159747399,1.655,http://www.money3.com.au
ADVANCED BRAKING TECHNOLOGY LTD,ABV,Automobiles & Components,Consumer Discretionary,2002-05-28T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 8 9273 4800,The development and commercialisation of the Wet Brake technology.,13344726,2224120936,0.005,http://www.advancedbraking.com,Chairman;Non Exec. Director,Mr Bruce Grey
ADVANCED BRAKING TECHNOLOGY LTD,ABV,Automobiles & Components,Consumer Discretionary,2002-05-28T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 8 9273 4800,The development and commercialisation of the Wet Brake technology.,13344726,2224120936,0.005,http://www.advancedbraking.com,Director,Mr David Slack
ADVANCED BRAKING TECHNOLOGY LTD,ABV,Automobiles & Components,Consumer Discretionary,2002-05-28T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 8 9273 4800,The development and commercialisation of the Wet Brake technology.,13344726,2224120936,0.005,http://www.advancedbraking.com,Non Exec. Director,Mr Adam Levine
ADVANCED BRAKING TECHNOLOGY LTD,ABV,Automobiles & Components,Consumer Discretionary,2002-05-28T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 8 9273 4800,The development and commercialisation of the Wet Brake technology.,13344726,2224120936,0.005,http://www.advancedbraking.com,Non Exec. Director,Mr Mark Llewellyn Lindh
ADVANCED BRAKING TECHNOLOGY LTD,ABV,Automobiles & Components,Consumer Discretionary,2002-05-28T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 8 9273 4800,The development and commercialisation of the Wet Brake technology.,13344726,2224120936,0.005,http://www.advancedbraking.com,CFO,Mr Neville Walker
ADVANCED BRAKING TECHNOLOGY LTD,ABV,Automobiles & Components,Consumer Discretionary,2002-05-28T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 8 9273 4800,The development and commercialisation of the Wet Brake technology.,13344726,2224120936,0.005,http://www.advancedbraking.com,Company Secretary,Mr Neville Walker
ADVANCED BRAKING TECHNOLOGY LTD,ABV,Automobiles & Components,Consumer Discretionary,2002-05-28T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 8 9273 4800,The development and commercialisation of the Wet Brake technology.,13344726,2224120936,0.005,http://www.advancedbraking.com
AUSTRALIAN POTASH LIMITED,APC,Materials,Metals & Mining,2011-12-20T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(08) 9322 1003,Exploration for potash gold and base metals.,27454673,261473073,0.11,http://www.goldphyre.com.au,Executive Chairman,Mr Matt Shackleton
AUSTRALIAN POTASH LIMITED,APC,Materials,Metals & Mining,2011-12-20T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(08) 9322 1003,Exploration for potash gold and base metals.,27454673,261473073,0.11,http://www.goldphyre.com.au,Non Exec. Director,Mr Rhett Brans
AUSTRALIAN POTASH LIMITED,APC,Materials,Metals & Mining,2011-12-20T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(08) 9322 1003,Exploration for potash gold and base metals.,27454673,261473073,0.11,http://www.goldphyre.com.au,Non Exec. Director,Mr Brett Lambert
AUSTRALIAN POTASH LIMITED,APC,Materials,Metals & Mining,2011-12-20T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(08) 9322 1003,Exploration for potash gold and base metals.,27454673,261473073,0.11,http://www.goldphyre.com.au,Company Secretary,Ms Leigh-Ayn Absolom
AUSTRALIAN POTASH LIMITED,APC,Materials,Metals & Mining,2011-12-20T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(08) 9322 1003,Exploration for potash gold and base metals.,27454673,261473073,0.11,http://www.goldphyre.com.au
NOVITA HEALTHCARE LIMITED,NHL,Health Care Equipment & Services,Health Care,2004-09-23T00:00:00+1000,Suite 310 Level 3 50 Holt Street SURRY HILLS NSW AUSTRALIA 2010,(03) 91929937,Novita Healthcare is a Melbourne-based medical technology company. Its flagship program is the revolutionary and innovative TALI system which uses cutting edge technology to diagnose and treat cognitive problems such as attention difficulties in early ch,16534430,359444132,0.044,http://www.novitahealthcare.com.au,Chairman,Mr Bruce Higgins
NOVITA HEALTHCARE LIMITED,NHL,Health Care Equipment & Services,Health Care,2004-09-23T00:00:00+1000,Suite 310 Level 3 50 Holt Street SURRY HILLS NSW AUSTRALIA 2010,(03) 91929937,Novita Healthcare is a Melbourne-based medical technology company. Its flagship program is the revolutionary and innovative TALI system which uses cutting edge technology to diagnose and treat cognitive problems such as attention difficulties in early ch,16534430,359444132,0.044,http://www.novitahealthcare.com.au,CEO,Mr Glenn Smith
NOVITA HEALTHCARE LIMITED,NHL,Health Care Equipment & Services,Health Care,2004-09-23T00:00:00+1000,Suite 310 Level 3 50 Holt Street SURRY HILLS NSW AUSTRALIA 2010,(03) 91929937,Novita Healthcare is a Melbourne-based medical technology company. Its flagship program is the revolutionary and innovative TALI system which uses cutting edge technology to diagnose and treat cognitive problems such as attention difficulties in early ch,16534430,359444132,0.044,http://www.novitahealthcare.com.au,Non Exec. Director,Mr Jefferson Grey Harcourt
NOVITA HEALTHCARE LIMITED,NHL,Health Care Equipment & Services,Health Care,2004-09-23T00:00:00+1000,Suite 310 Level 3 50 Holt Street SURRY HILLS NSW AUSTRALIA 2010,(03) 91929937,Novita Healthcare is a Melbourne-based medical technology company. Its flagship program is the revolutionary and innovative TALI system which uses cutting edge technology to diagnose and treat cognitive problems such as attention difficulties in early ch,16534430,359444132,0.044,http://www.novitahealthcare.com.au,Non Exec. Director,Mr Mark Simari
NOVITA HEALTHCARE LIMITED,NHL,Health Care Equipment & Services,Health Care,2004-09-23T00:00:00+1000,Suite 310 Level 3 50 Holt Street SURRY HILLS NSW AUSTRALIA 2010,(03) 91929937,Novita Healthcare is a Melbourne-based medical technology company. Its flagship program is the revolutionary and innovative TALI system which uses cutting edge technology to diagnose and treat cognitive problems such as attention difficulties in early ch,16534430,359444132,0.044,http://www.novitahealthcare.com.au,CFO,Ms Magda Klapakis
NOVITA HEALTHCARE LIMITED,NHL,Health Care Equipment & Services,Health Care,2004-09-23T00:00:00+1000,Suite 310 Level 3 50 Holt Street SURRY HILLS NSW AUSTRALIA 2010,(03) 91929937,Novita Healthcare is a Melbourne-based medical technology company. Its flagship program is the revolutionary and innovative TALI system which uses cutting edge technology to diagnose and treat cognitive problems such as attention difficulties in early ch,16534430,359444132,0.044,http://www.novitahealthcare.com.au,Company Secretary,Mr John Osborne
NOVITA HEALTHCARE LIMITED,NHL,Health Care Equipment & Services,Health Care,2004-09-23T00:00:00+1000,Suite 310 Level 3 50 Holt Street SURRY HILLS NSW AUSTRALIA 2010,(03) 91929937,Novita Healthcare is a Melbourne-based medical technology company. Its flagship program is the revolutionary and innovative TALI system which uses cutting edge technology to diagnose and treat cognitive problems such as attention difficulties in early ch,16534430,359444132,0.044,http://www.novitahealthcare.com.au
SMART ABS SERIES 2017-2 TRUST,SS7,Not Applic,Not Applic,2017-09-06T00:00:00+1000,LEVEL 7 9 CASTLEREAGH STREET SYDNEY NSW AUSTRALIA 2000,tba,.,-1,-1,-1,None,Company Secretary,Ms Jennifer Chamberlain
SMART ABS SERIES 2017-2 TRUST,SS7,Not Applic,Not Applic,2017-09-06T00:00:00+1000,LEVEL 7 9 CASTLEREAGH STREET SYDNEY NSW AUSTRALIA 2000,tba,.,-1,-1,-1,None
SHINE CORPORATE LTD,SHJ,Consumer Services,Consumer Discretionary,2013-05-15T00:00:00+1000,LEVEL 15 324 QUEEN STREET BRISBANE QLD AUSTRALIA 4000,(07) 3837 9448,Provision of legal services.,107360323,173161812,0.62,http://www.shinecorporate.com.au,Chairman,Mr Tony Bellas
SHINE CORPORATE LTD,SHJ,Consumer Services,Consumer Discretionary,2013-05-15T00:00:00+1000,LEVEL 15 324 QUEEN STREET BRISBANE QLD AUSTRALIA 4000,(07) 3837 9448,Provision of legal services.,107360323,173161812,0.62,http://www.shinecorporate.com.au,Managing Director,Mr Simon Morrison
SHINE CORPORATE LTD,SHJ,Consumer Services,Consumer Discretionary,2013-05-15T00:00:00+1000,LEVEL 15 324 QUEEN STREET BRISBANE QLD AUSTRALIA 4000,(07) 3837 9448,Provision of legal services.,107360323,173161812,0.62,http://www.shinecorporate.com.au,Non Exec. Director,Ms Carolyn Barker AM
SHINE CORPORATE LTD,SHJ,Consumer Services,Consumer Discretionary,2013-05-15T00:00:00+1000,LEVEL 15 324 QUEEN STREET BRISBANE QLD AUSTRALIA 4000,(07) 3837 9448,Provision of legal services.,107360323,173161812,0.62,http://www.shinecorporate.com.au,Non Exec. Director,Mr Greg Moynihan
SHINE CORPORATE LTD,SHJ,Consumer Services,Consumer Discretionary,2013-05-15T00:00:00+1000,LEVEL 15 324 QUEEN STREET BRISBANE QLD AUSTRALIA 4000,(07) 3837 9448,Provision of legal services.,107360323,173161812,0.62,http://www.shinecorporate.com.au,CFO,Mr Ravin Raj
SHINE CORPORATE LTD,SHJ,Consumer Services,Consumer Discretionary,2013-05-15T00:00:00+1000,LEVEL 15 324 QUEEN STREET BRISBANE QLD AUSTRALIA 4000,(07) 3837 9448,Provision of legal services.,107360323,173161812,0.62,http://www.shinecorporate.com.au,General Counsel,Ms Annette Maree O'Hara
SHINE CORPORATE LTD,SHJ,Consumer Services,Consumer Discretionary,2013-05-15T00:00:00+1000,LEVEL 15 324 QUEEN STREET BRISBANE QLD AUSTRALIA 4000,(07) 3837 9448,Provision of legal services.,107360323,173161812,0.62,http://www.shinecorporate.com.au,Company Secretary,Ms Annette Maree O'Hara
SHINE CORPORATE LTD,SHJ,Consumer Services,Consumer Discretionary,2013-05-15T00:00:00+1000,LEVEL 15 324 QUEEN STREET BRISBANE QLD AUSTRALIA 4000,(07) 3837 9448,Provision of legal services.,107360323,173161812,0.62,http://www.shinecorporate.com.au,Company Secretary,Mr Ravin Raj
SHINE CORPORATE LTD,SHJ,Consumer Services,Consumer Discretionary,2013-05-15T00:00:00+1000,LEVEL 15 324 QUEEN STREET BRISBANE QLD AUSTRALIA 4000,(07) 3837 9448,Provision of legal services.,107360323,173161812,0.62,http://www.shinecorporate.com.au
APOLLO CONSOLIDATED LIMITED,AOP,Materials,Metals & Mining,2005-06-29T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 8 9320 4700,Mineral exploration.,36398065,177551538,0.2,http://www.apolloconsolidated.com.au,Chairman,Mr Roger Steinepreis
APOLLO CONSOLIDATED LIMITED,AOP,Materials,Metals & Mining,2005-06-29T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 8 9320 4700,Mineral exploration.,36398065,177551538,0.2,http://www.apolloconsolidated.com.au,Director,Mr Nick Castleden
APOLLO CONSOLIDATED LIMITED,AOP,Materials,Metals & Mining,2005-06-29T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 8 9320 4700,Mineral exploration.,36398065,177551538,0.2,http://www.apolloconsolidated.com.au,Director,Mr George Ventouras
APOLLO CONSOLIDATED LIMITED,AOP,Materials,Metals & Mining,2005-06-29T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 8 9320 4700,Mineral exploration.,36398065,177551538,0.2,http://www.apolloconsolidated.com.au,Company Secretary,Mr Alex Neuling
APOLLO CONSOLIDATED LIMITED,AOP,Materials,Metals & Mining,2005-06-29T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 8 9320 4700,Mineral exploration.,36398065,177551538,0.2,http://www.apolloconsolidated.com.au
NAOS ABSOLUTE OPPORTUNITIES COMPANY LIMITED,NAC,Not Applic,Not Applic,2014-11-12T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9064 0568,,54112996,52536889,1.03,http://www.naos.com.au,Chairman,Mr David Rickards
NAOS ABSOLUTE OPPORTUNITIES COMPANY LIMITED,NAC,Not Applic,Not Applic,2014-11-12T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9064 0568,,54112996,52536889,1.03,http://www.naos.com.au,Director,Mr Warwick Evans
NAOS ABSOLUTE OPPORTUNITIES COMPANY LIMITED,NAC,Not Applic,Not Applic,2014-11-12T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9064 0568,,54112996,52536889,1.03,http://www.naos.com.au,Director,Mr Sebastian Evans
NAOS ABSOLUTE OPPORTUNITIES COMPANY LIMITED,NAC,Not Applic,Not Applic,2014-11-12T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9064 0568,,54112996,52536889,1.03,http://www.naos.com.au,Company Secretary,Mr Sebastian Evans
NAOS ABSOLUTE OPPORTUNITIES COMPANY LIMITED,NAC,Not Applic,Not Applic,2014-11-12T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9064 0568,,54112996,52536889,1.03,http://www.naos.com.au
ADVANCED SHARE REGISTRY LIMITED,ASW,Diversified Financials,Financials,2008-06-10T00:00:00+1000,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,+61 8 9389 8033,Provision of share registry services.,31204945,42746500,0.74,http://www.advancedshare.com.au,Non Exec. Chairman,Mr Simon Cato
ADVANCED SHARE REGISTRY LIMITED,ASW,Diversified Financials,Financials,2008-06-10T00:00:00+1000,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,+61 8 9389 8033,Provision of share registry services.,31204945,42746500,0.74,http://www.advancedshare.com.au,Managing Director,Mr Kim Chong
ADVANCED SHARE REGISTRY LIMITED,ASW,Diversified Financials,Financials,2008-06-10T00:00:00+1000,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,+61 8 9389 8033,Provision of share registry services.,31204945,42746500,0.74,http://www.advancedshare.com.au,Non Exec. Director,Mr Alvin Tan
ADVANCED SHARE REGISTRY LIMITED,ASW,Diversified Financials,Financials,2008-06-10T00:00:00+1000,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,+61 8 9389 8033,Provision of share registry services.,31204945,42746500,0.74,http://www.advancedshare.com.au,Non Exec. Director,Mr Alan Winduss
ADVANCED SHARE REGISTRY LIMITED,ASW,Diversified Financials,Financials,2008-06-10T00:00:00+1000,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,+61 8 9389 8033,Provision of share registry services.,31204945,42746500,0.74,http://www.advancedshare.com.au,Company Secretary,Mr Alan Winduss
ADVANCED SHARE REGISTRY LIMITED,ASW,Diversified Financials,Financials,2008-06-10T00:00:00+1000,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,+61 8 9389 8033,Provision of share registry services.,31204945,42746500,0.74,http://www.advancedshare.com.au
EMPIRE OIL & GAS NL,EGO,Software & Services,Information Technology,2006-04-20T00:00:00+1000,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,+61 2 8016 2875,Cloud based recruitment software.,-1,151442681,0,http://www.1-Page.com,Non Exec. Director,Mr Andrew Chapman
EMPIRE OIL & GAS NL,EGO,Software & Services,Information Technology,2006-04-20T00:00:00+1000,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,+61 2 8016 2875,Cloud based recruitment software.,-1,151442681,0,http://www.1-Page.com,Non Exec. Director,Mr Tod McGrouther
EMPIRE OIL & GAS NL,EGO,Software & Services,Information Technology,2006-04-20T00:00:00+1000,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,+61 2 8016 2875,Cloud based recruitment software.,-1,151442681,0,http://www.1-Page.com,Non Exec. Director,Mr Chris Mews
EMPIRE OIL & GAS NL,EGO,Software & Services,Information Technology,2006-04-20T00:00:00+1000,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,+61 2 8016 2875,Cloud based recruitment software.,-1,151442681,0,http://www.1-Page.com,Company Secretary,Mr Arron Canicais
EMPIRE OIL & GAS NL,EGO,Software & Services,Information Technology,2006-04-20T00:00:00+1000,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,+61 2 8016 2875,Cloud based recruitment software.,-1,151442681,0,http://www.1-Page.com
ATCOR MEDICAL HOLDINGS LIMITED,ACG,Health Care Equipment & Services,Health Care,2005-11-09T00:00:00+1100,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,(02) 9874 8761,The development and marketing of the SphygmoCor device used for cardiovascular patient assessment and management.,8430705,281023494,0.028,http://www.atcormedical.com,Non Exec. Chairman,Mr Donal O'Dwyer
ATCOR MEDICAL HOLDINGS LIMITED,ACG,Health Care Equipment & Services,Health Care,2005-11-09T00:00:00+1100,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,(02) 9874 8761,The development and marketing of the SphygmoCor device used for cardiovascular patient assessment and management.,8430705,281023494,0.028,http://www.atcormedical.com,CEO,Mr Duncan Ross
ATCOR MEDICAL HOLDINGS LIMITED,ACG,Health Care Equipment & Services,Health Care,2005-11-09T00:00:00+1100,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,(02) 9874 8761,The development and marketing of the SphygmoCor device used for cardiovascular patient assessment and management.,8430705,281023494,0.028,http://www.atcormedical.com,Non Exec. Director,Dr David Brookes
ATCOR MEDICAL HOLDINGS LIMITED,ACG,Health Care Equipment & Services,Health Care,2005-11-09T00:00:00+1100,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,(02) 9874 8761,The development and marketing of the SphygmoCor device used for cardiovascular patient assessment and management.,8430705,281023494,0.028,http://www.atcormedical.com,Non Exec. Director,Mr Randall King Nelson
ATCOR MEDICAL HOLDINGS LIMITED,ACG,Health Care Equipment & Services,Health Care,2005-11-09T00:00:00+1100,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,(02) 9874 8761,The development and marketing of the SphygmoCor device used for cardiovascular patient assessment and management.,8430705,281023494,0.028,http://www.atcormedical.com,Non Exec. Director,Dr Michael O'Rourke
ATCOR MEDICAL HOLDINGS LIMITED,ACG,Health Care Equipment & Services,Health Care,2005-11-09T00:00:00+1100,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,(02) 9874 8761,The development and marketing of the SphygmoCor device used for cardiovascular patient assessment and management.,8430705,281023494,0.028,http://www.atcormedical.com,CFO,Mr Peter Manley
ATCOR MEDICAL HOLDINGS LIMITED,ACG,Health Care Equipment & Services,Health Care,2005-11-09T00:00:00+1100,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,(02) 9874 8761,The development and marketing of the SphygmoCor device used for cardiovascular patient assessment and management.,8430705,281023494,0.028,http://www.atcormedical.com,Company Secretary,Mr Peter Manley
ATCOR MEDICAL HOLDINGS LIMITED,ACG,Health Care Equipment & Services,Health Care,2005-11-09T00:00:00+1100,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,(02) 9874 8761,The development and marketing of the SphygmoCor device used for cardiovascular patient assessment and management.,8430705,281023494,0.028,http://www.atcormedical.com
NEW CENTURY RESOURCES LIMITED,NCZ,Materials,Metals & Mining,2010-12-08T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,+61 8 6142 0989,Mineral exploration and development.,488106254,371183463,1.3,http://www.newcenturyresources.com,Executive Chairman,Mr Evan Cranston
NEW CENTURY RESOURCES LIMITED,NCZ,Materials,Metals & Mining,2010-12-08T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,+61 8 6142 0989,Mineral exploration and development.,488106254,371183463,1.3,http://www.newcenturyresources.com,Managing Director,Mr Patrick Walta
NEW CENTURY RESOURCES LIMITED,NCZ,Materials,Metals & Mining,2010-12-08T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,+61 8 6142 0989,Mineral exploration and development.,488106254,371183463,1.3,http://www.newcenturyresources.com,Executive Director,Mr Tolga Kumova
NEW CENTURY RESOURCES LIMITED,NCZ,Materials,Metals & Mining,2010-12-08T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,+61 8 6142 0989,Mineral exploration and development.,488106254,371183463,1.3,http://www.newcenturyresources.com,Non Exec. Director,Mr Ernest Thomas Eadie
NEW CENTURY RESOURCES LIMITED,NCZ,Materials,Metals & Mining,2010-12-08T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,+61 8 6142 0989,Mineral exploration and development.,488106254,371183463,1.3,http://www.newcenturyresources.com,Non Exec. Director,Mr Bryn Hardcastle
NEW CENTURY RESOURCES LIMITED,NCZ,Materials,Metals & Mining,2010-12-08T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,+61 8 6142 0989,Mineral exploration and development.,488106254,371183463,1.3,http://www.newcenturyresources.com,Company Secretary,Ms Oonagh Malone
NEW CENTURY RESOURCES LIMITED,NCZ,Materials,Metals & Mining,2010-12-08T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,+61 8 6142 0989,Mineral exploration and development.,488106254,371183463,1.3,http://www.newcenturyresources.com
SKYLAND PETROLEUM  GROUP LIMITED,SKP,Energy,Energy,1997-05-23T00:00:00+1000,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,+61 2 8823 3177,Oil and Gas Exploration and Production,-1,1066485943,0,http://www.skylandpetroleum.com,Director,Mr Marco Arosti
SKYLAND PETROLEUM  GROUP LIMITED,SKP,Energy,Energy,1997-05-23T00:00:00+1000,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,+61 2 8823 3177,Oil and Gas Exploration and Production,-1,1066485943,0,http://www.skylandpetroleum.com,Director,Mr Domenic Martino
SKYLAND PETROLEUM  GROUP LIMITED,SKP,Energy,Energy,1997-05-23T00:00:00+1000,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,+61 2 8823 3177,Oil and Gas Exploration and Production,-1,1066485943,0,http://www.skylandpetroleum.com,Director,Dr Raden Sukhyar
